0:0:0:0:0:0:0:1 - - [08/Jul/2025:18:59:52 -0500] "GET /WebCrudJDBC HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:18:59:52 -0500] "GET /WebCrudJDBC/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:18:59:52 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:18:59:56 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:18:59:59 -0500] "POST /WebCrudJDBC/login.jsp HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:18:59:59 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:16 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 200 609
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:16 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:17 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:17 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:18 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 200 609
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:18 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:18 -0500] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:22 -0500] "POST /WebCrudJDBC/login.jsp HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:22 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
127.0.0.1 - admin [08/Jul/2025:19:00:52 -0500] "PUT /manager/text/deploy?path=%2FWebCrudJDBC&update=true HTTP/1.1" 200 69
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:54 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 200 609
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:54 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:55 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:55 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:55 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:55 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:56 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:56 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:56 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:56 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:56 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:56 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:56 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:56 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:59 -0500] "POST /WebCrudJDBC/login.jsp HTTP/1.1" 500 2314
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:00:59 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:00 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:01 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:01 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:01 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:01 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:01 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:01 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:02 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:02 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:04 -0500] "POST /WebCrudJDBC/login.jsp HTTP/1.1" 401 727
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:04 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:12 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:13 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:13 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:13 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:13 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:13 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:13 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:13 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:13 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:13 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:14 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:16 -0500] "POST /WebCrudJDBC/login.jsp HTTP/1.1" 401 727
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:01:16 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:32:22 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:32:23 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:32:23 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:32:26 -0500] "POST /WebCrudJDBC/login.jsp HTTP/1.1" 401 727
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:32:26 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:32:27 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
127.0.0.1 - admin [08/Jul/2025:19:48:52 -0500] "PUT /manager/text/deploy?path=%2FWebCrudJDBC&update=true HTTP/1.1" 200 69
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:48:54 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 200 858
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:48:54 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:48:55 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:48:55 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
127.0.0.1 - admin [08/Jul/2025:19:49:36 -0500] "PUT /manager/text/deploy?path=%2FWebCrudJDBC&update=true HTTP/1.1" 200 69
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:49:37 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 500 2886
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:49:37 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:49:38 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 500 3724
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:49:38 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:49:39 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 500 3724
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:49:39 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:49:40 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 500 3724
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:49:40 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:49:41 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:49:41 -0500] "GET /WebCrudJDBC/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:49:41 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:49:44 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 500 2886
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:49:44 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:49:47 -0500] "GET /WebCrudJDBC/login HTTP/1.1" 500 3724
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:49:47 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:52:17 -0500] "GET /WebCrudJDBC/login HTTP/1.1" 500 2886
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:52:17 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:52:22 -0500] "GET /WebCrudJDBC/login.jsp HTTP/1.1" 500 2886
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:52:22 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:52:28 -0500] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [08/Jul/2025:19:52:29 -0500] "GET /WebCrudJDBC/login HTTP/1.1" 500 2886
